,date,query,page,country,device,clicks,impressions,ctr,avg_position
0,2020-01-20,ben nevis t shirt,https://climbitrange.co.uk/collections/ben-nevis-t-shirts-long-sleeve-t-shirts-and-hoodies,gbr,DESKTOP,0.0,1.0,0.0,9.0
1,2020-01-20,blue coast,https://climbitrange.co.uk/collections/coast-to-coast-t-shirts-long-sleeve-t-shirts-and-hoodies,egy,DESKTOP,0.0,1.0,0.0,3.0
2,2020-01-20,climb it,https://climbitrange.co.uk/,gbr,DESKTOP,0.0,1.0,0.0,5.0
3,2020-01-20,climbing t shirts,https://climbitrange.co.uk/,bra,DESKTOP,0.0,1.0,0.0,56.0
4,2020-01-20,climbing t shirts,https://climbitrange.co.uk/,rus,DESKTOP,0.0,1.0,0.0,56.0
5,2020-01-20,lake district t shirts,https://climbitrange.co.uk/collections/cat-bells-t-shirts-long-sleeve-t-shirts-and-hoodies,tur,DESKTOP,0.0,1.0,0.0,29.0
6,2020-01-20,outdoor sweatshirts,https://climbitrange.co.uk/,idn,DESKTOP,0.0,1.0,0.0,72.0
7,2020-01-20,outdoor t shirts,https://climbitrange.co.uk/,arg,MOBILE,0.0,1.0,0.0,71.0
8,2020-01-20,outdoor t shirts,https://climbitrange.co.uk/,rus,DESKTOP,0.0,1.0,0.0,73.0
9,2020-01-20,skier hoodie,https://climbitrange.co.uk/collections/skier-t-shirts-long-sleeve-t-shirts-and-hoodies-design2,idn,DESKTOP,0.0,1.0,0.0,83.0
10,2020-01-20,snowdon t shirt,https://climbitrange.co.uk/collections/snowdon-t-shirts-long-sleeve-t-shirts-and-hoodies,gbr,MOBILE,0.0,1.0,0.0,9.0
