,date,query,page,country,device,clicks,impressions,ctr,avg_position
0,2020-01-18,bells t shirts,https://climbitrange.co.uk/collections/cat-bells-t-shirts-long-sleeve-t-shirts-and-hoodies,arg,DESKTOP,0.0,1.0,0.0,15.0
1,2020-01-18,cat bell walk,https://climbitrange.co.uk/collections/cat-bells-t-shirts-long-sleeve-t-shirts-and-hoodies,twn,DESKTOP,0.0,1.0,0.0,92.0
2,2020-01-18,cat bells,https://climbitrange.co.uk/collections/cat-bells-t-shirts-long-sleeve-t-shirts-and-hoodies,vnm,DESKTOP,0.0,1.0,0.0,95.0
3,2020-01-18,climb it,https://climbitrange.co.uk/,sdn,MOBILE,0.0,1.0,0.0,17.0
4,2020-01-18,coast to coast shirt,https://climbitrange.co.uk/collections/coast-to-coast-t-shirts-long-sleeve-t-shirts-and-hoodies,gbr,MOBILE,0.0,1.0,0.0,1.0
5,2020-01-18,coast to coast t shirt,https://climbitrange.co.uk/collections/coast-to-coast-t-shirts-long-sleeve-t-shirts-and-hoodies,gbr,MOBILE,0.0,3.0,0.0,1.0
6,2020-01-18,it range,https://climbitrange.co.uk/,mkd,DESKTOP,0.0,1.0,0.0,9.0
7,2020-01-18,it range,https://climbitrange.co.uk/,usa,DESKTOP,0.0,1.0,0.0,10.0
8,2020-01-18,lake district t shirt,https://climbitrange.co.uk/collections/cat-bells-t-shirts-long-sleeve-t-shirts-and-hoodies,jpn,DESKTOP,0.0,1.0,0.0,41.0
9,2020-01-18,lake district t shirts,https://climbitrange.co.uk/collections/cat-bells-t-shirts-long-sleeve-t-shirts-and-hoodies,can,DESKTOP,0.0,1.0,0.0,27.0
10,2020-01-18,long sleeve t shirt hoodies,https://climbitrange.co.uk/collections/snowdon-t-shirts-long-sleeve-t-shirts-and-hoodies,gbr,TABLET,0.0,1.0,0.0,65.0
11,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,aus,DESKTOP,0.0,1.0,0.0,73.0
12,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,bra,MOBILE,0.0,1.0,0.0,76.0
13,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,gbr,MOBILE,0.0,1.0,0.0,75.0
14,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,idn,MOBILE,0.0,1.0,0.0,72.0
15,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,rus,DESKTOP,0.0,1.0,0.0,73.0
16,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,swe,MOBILE,0.0,1.0,0.0,74.0
17,2020-01-18,outdoor t shirts,https://climbitrange.co.uk/,usa,DESKTOP,0.0,1.0,0.0,73.0
18,2020-01-18,snowdon blue,https://climbitrange.co.uk/collections/snowdon-t-shirts-long-sleeve-t-shirts-and-hoodies,aze,DESKTOP,0.0,1.0,0.0,92.0
19,2020-01-18,south west hoodie,https://climbitrange.co.uk/collections/south-west-coast-path-t-shirts-long-sleeve-t-shirts-and-hoodies,gbr,DESKTOP,0.0,1.0,0.0,2.0
